Name	mz	rtime	Cel_pure_1-B,1_01_21144	Cel_pure_1-B,1_01_21149	Cel_pure_1-B,1_01_21154	Cel_pure_1-B,1_01_21159	Cel_pure_1-B,1_01_21164
Cluster_03041	277.2160346	31.41140908	6134.685059	6354.484863	5768.389648	6597.290527	6865.71582
Cluster_03043	277.2159338	24.91720709	1329.904175	1674.809204	1426.188599	1415.568604	1460.656006
Cluster_03044	277.2159654	26.62915954	957.0072021	1105.132202	939.8390503	1013.397522	916.9246216
Cluster_03045	278.1244265	1.55371424	12267.55078	12289.4502	12037.16113	12289.80469	12566.02246
Cluster_03050	278.2475881	21.74678785	6680.757324	6794.055664	6436.600586	6474.390137	6830.717773
Cluster_03053	278.2474186	23.38781514	2400.024414	2459.044922	2515.776123	2517.302002	2615.341064
Cluster_03057	279.0934401	19.7096933	61766.82813	64247.02344	65452.20703	65762.77344	67196.03125
Cluster_03059	279.1005393	2.68912292	1354.855835	1396.21936	1610.322021	1540.695068	1668.099121
Cluster_03061	279.1340538	3.525679292	10823.41406	11314.15039	12398.96387	13073.63965	13412.60742
Cluster_03062	279.1336348	2.493650001	1881.011108	2013.283691	2244.421631	1999.720459	2060.742676
Cluster_03063	279.1370371	7.874666416	1130.611938	1132.031372	1171.459473	1125.3396	1054.968384
Cluster_03065	279.1590321	39.98841526	7735.790039	7547.584473	6922.064941	8608.574219	8116.652832
Cluster_03066	279.1591485	29.41825659	4035.753906	5072.542969	5165.397461	5234.579102	5631.505859
Cluster_03067	279.1591422	29.60518676	3320.260254	3117.324707	3581.456055	3573.0625	3375.343994
Cluster_03068	279.1701507	10.10932891	14390.53223	13428.40527	12548.29688	11844.61133	11552.43457
Cluster_03069	279.1698894	11.48532661	1209.275391	1206.391357	1132.022705	1193.220947	1224.239746
Cluster_03070	279.1929832	23.65497632	6389.435059	7063.300293	6199.137695	5026.986816	4763.789551
Cluster_03071	279.1954052	22.54589147	1655.923584	1600.897705	1757.072998	1696.413818	1828.533691
Cluster_03072	279.195111	34.23271081	850.3479614	1135.217896	733.0814209	904.6268921	871.8991699
Cluster_03075	279.2319511	27.24056743	3436.991943	3296.339844	3065.562256	2906.47168	3027.593018
Cluster_03077	279.2315822	35.21042427	1056.752808	1316.48291	1333.824707	1419.86853	1460.525269
Cluster_03079	279.2364246	26.87567888	1300.955688	1345.739868	1300.892334	1303.215942	1141.006714
Cluster_03083	280.0918652	1.372650498	38765.74609	38575.59766	37330.17969	37856.59375	41516.64844
Cluster_03086	280.118061	10.08052695	165583.2969	162665.1406	156994.5469	168127.7188	163883.75
Cluster_03087	280.1175545	3.171384281	527.9575195	601.9853516	570.8643799	632.8535156	516.0983887
Cluster_03088	280.1288215	4.720085565	1064.214844	844.2669678	817.3792725	743.7263794	710.7310791
Cluster_03089	280.1288609	5.668619221	1854.365234	1923.740234	1841.230469	1839.856079	1840.356689
Cluster_03090	280.1392431	1.644841813	2159.314697	2265.884766	2224.107666	2223.908203	2253.033447
Cluster_03092	280.1470386	10.08235762	1842.628784	1908.623901	1839.008179	1849.73877	2023.894775
Cluster_03093	280.1540205	9.25837871	2867.462891	2770.592285	2822.775635	2834.255615	3059.622803
Cluster_03099	280.2245717	25.97271922	6591.169922	8747.216797	7873.517578	7832.547852	7737.043945
Cluster_03100	280.2634027	23.32569108	16180.3877	16671.76172	16354.56738	17355.53711	17399.86133
Cluster_03101	280.2634934	25.46473591	13854.77246	16644.62695	16504.44336	17684.39844	17992.08984
Cluster_03104	281.1015519	21.30727253	1170.557983	1371.948608	1261.738525	1373.855347	1501.416016
Cluster_03105	281.1129029	6.393531826	4190.682617	4293.438477	4240.82959	4308.282227	4309.790527
Cluster_03106	281.1382069	23.533573	6181.509766	6363.152832	6209.79541	6724.870605	7039.205078
Cluster_03107	281.1495428	3.089535897	19846.29297	22044.78125	21396.2832	22241.46094	23539.81641
Cluster_03109	281.1591894	3.087761675	1566.442505	1756.045166	1896.852295	2290.974854	2003.065063
Cluster_03111	281.1746379	19.78832131	1911.956421	1922.886841	1731.834839	2012.816406	2007.245972
Cluster_03112	281.2105939	23.41514205	1042.513794	1008.674011	1188.918579	1397.891724	1344.721191
Cluster_03113	281.210658	24.35799744	504.3426819	660.0355225	623.3873901	720.5410767	679.3726807
Cluster_03118	281.2475278	28.0942813	23765.24219	23213.83008	22247.73242	22473.16797	21971.42578
Cluster_03119	281.2476393	35.2116029	63812.75391	63410.00781	58948.69922	69539.60938	66902.27344
Cluster_03120	282.055018	2.816328176	1426.675293	1172.182251	1033.955078	871.7354126	816.4650879
Cluster_03121	282.0971073	5.415998893	8865.914063	8758.302734	7869.230469	8778.197266	8686.764648
Cluster_03122	282.0968559	8.899936243	2215.180176	2610.467773	2368.876953	2286.914551	2190.978271
Cluster_03123	282.0971668	17.42389546	19857.81055	19113.52344	17852.88672	19010.92383	18937.20313
Cluster_03124	282.096842	6.194701635	1748.698486	1889.165283	1610.223755	1744.161377	1767.537476
Cluster_03125	282.1188354	1.489306214	998.2012939	1061.09082	989.2510376	984.284729	947.0259399
Cluster_03126	282.1486784	31.59953885	1660.946289	1607.922974	1574.915039	2345.500488	2281.232178
Cluster_03130	282.2791367	31.65089164	3312.026123	3956.14502	4586.034668	4377.103027	3591.778564
Cluster_03131	282.2794065	34.77668412	2181.016357	2222.09375	2030.271362	2030.143921	2116.338379
Cluster_03138	283.0136616	2.828484624	586.3989868	595.6708374	642.8016968	648.0584106	697.440979
Cluster_03139	283.0248184	1.423633333	901.8172607	896.4320679	891.8378906	790.8817139	916.2479248
Cluster_03140	283.1174594	19.92471944	3400.474609	3390.555664	4058.193115	3355.32959	3504.159424
Cluster_03141	283.1284601	2.258868229	3701.508057	3763.070557	4046.830566	4169.316895	4290.929199
Cluster_03142	283.1538376	17.54894015	1386.078125	1355.663086	1660.898682	1507.092163	1478.023682
Cluster_03147	283.1901876	20.41772369	5602.604004	5872.557617	6643.21875	6707.5625	6508.608398
Cluster_03148	283.1902619	21.33613756	2251.105225	2534.252197	2602.837646	2547.587891	2733.144775
Cluster_03149	283.1898453	19.21274293	1387.931641	1395.097046	1456.727905	1423.152832	1412.236694
Cluster_03150	283.2093116	20.88683096	2290.949463	1709.533447	1059.413574	1008.249634	824.2126465
Cluster_03151	283.2266153	24.99354875	2863.467529	2814.491455	2630.307861	3141.172607	3080.118164
Cluster_03153	283.2632954	37.4526636	93985.01563	81690.01563	73473.64844	87602.03125	82242.52344
Cluster_03156	284.0997503	1.700485876	1269.44519	1436.034668	2747.258057	1403.211792	2564.869629
Cluster_03157	284.1072094	1.847135694	2113.97876	2725.75293	3897.74585	1915.311646	3409.863037
Cluster_03158	284.1830251	40.60829016	823.6273193	975.0261841	850.5664673	1011.701233	1117.341064
Cluster_03160	284.2581878	23.57703364	4717.945313	4412.944336	3997.053711	4795.604492	5430.374512
Cluster_03161	284.2584768	27.88694496	394544.2813	416756.1563	411996.5313	446266	435639.6875
Cluster_03163	284.2947869	37.71952304	4714.514648	3467.918945	3353.386963	3673.195068	3435.888428
Cluster_03164	284.294586	38.22877408	2301.561523	1965.713623	1715.753296	1942.230591	1775.280396
Cluster_03171	285.1694804	13.59408828	12235.89453	12775.38477	11729.0166	11620.60059	12356.55762
Cluster_03172	285.1696125	18.19126421	1881.749634	2157.73999	2274.541748	2158.36499	1739.446899
Cluster_03173	285.1695079	18.37777425	2468.938965	2643.052979	2709.010254	2780.355225	2837.299805
Cluster_03175	285.1693546	21.46271491	877.7746582	828.3248901	848.1928101	1033.2052	966.4151611
Cluster_03180	285.2212422	32.86323829	29644.50195	31745.12891	27477.72852	31281.24805	31911.95117
Cluster_03184	285.2208823	37.30828337	2466.995361	2227.103271	2058.924072	2343.513184	2419.672852
Cluster_03185	285.2421911	26.62254696	1755.816528	1806.27832	1813.880371	1878.897095	1722.15918
Cluster_03186	285.2421099	45.30286884	1519.606567	1671.549683	1732.425415	1869.016846	1847.889893
Cluster_03187	285.2785373	39.89350885	1382.399902	1501.811646	1557.267944	1423.288452	1621.97522
Cluster_03188	286.096913	1.58963194	9703.051758	8815.413086	8475.848633	8803.285156	9671.413086
Cluster_03191	286.11432	1.528739234	9998.082031	9559.155273	9243.576172	9561.797852	10415.42969
Cluster_03192	286.1394003	1.61880466	8030.138672	7910.591309	7788.807129	8098.134277	7862.048828
Cluster_03193	286.1394573	4.10618793	1451.912964	1527.070557	1510.65271	1629.582031	1757.937622
Cluster_03195	286.1503478	1.502478927	9958.230469	9714.330078	9631.036133	10198.91504	10131.81836
Cluster_03196	286.1759157	2.164745794	11276.79199	12328.94434	13070.01758	14182.6543	14977.5918
Cluster_03197	286.1759931	7.374597415	4298.285645	4344.6875	3852.986816	4478.428711	4384.849609
Cluster_03198	286.1760134	2.882576639	3975.91626	3992.390625	4523.193848	4521.899902	4673.677246
Cluster_03199	286.1759919	3.44217944	3334.037842	3447.869629	3922.51709	3944.373779	4107.956055
Cluster_03200	286.1757952	6.185382083	1324.87439	1244.810059	1124.940674	1247.150391	1501.108398
Cluster_03201	286.1871978	2.161846579	1133.007446	1154.530762	1300.616699	1262.498413	1372.065186
Cluster_03203	286.2093117	22.09348401	1411.33374	1586.716064	1625.293091	1485.299927	1721.824463
Cluster_03204	286.2374122	25.38037087	2830.277344	2860.759033	3030.340088	3085.533203	3018.798096
Cluster_03205	286.2741252	21.77586996	20574.78516	22855.92188	21660.67773	22428.92773	21923.19727
Cluster_03207	286.2738492	28.954896	2525.657715	2494.037354	2380.964844	2601.605713	2532.468994
Cluster_03208	286.2743122	29.98044875	29542.35352	29065.61719	31221.96484	33184.05469	33182.43359
Cluster_03209	287.1316159	26.14344542	751.4190063	649.260498	599.272522	541.6785889	620.7380371
Cluster_03210	287.1403805	19.16958015	536.9279785	613.8216553	580.7006836	769.8466187	724.7493896
Cluster_03212	287.148684	10.13767953	849.583252	943.2977295	970.6722412	990.9796753	874.4761353
Cluster_03213	287.1534027	10.13744754	562.2905273	547.7805786	613.651001	560.2863159	648.0738525
Cluster_03218	287.2211892	23.5691378	1080.601196	1248.554932	2030.052856	1796.113892	2025.321167
Cluster_03219	287.2215334	31.88366832	2950.147461	3944.791992	3855.51123	4301.731934	4211.302246
Cluster_03220	287.2367329	34.77690397	7426.044922	8420.37793	7112.54834	7946.717773	8276.8125
Cluster_03221	287.2367772	34.23532189	4959.787598	6059.371094	5124.032227	5708.467773	5561.711914
Cluster_03222	287.2300249	31.87733004	988.6883545	775.6609497	846.5202026	583.2011719	773.5203857
Cluster_03224	288.1188066	1.666905301	9483.371094	10273.60059	10083.74805	10699.67969	11459.19922
Cluster_03229	288.1550018	1.558165368	2611.177246	2612.68457	2341.346191	2500.405518	2370.922119
Cluster_03231	288.1803914	7.20998463	3938.599609	4624.57373	4398.094727	4695.695313	4369.287598
Cluster_03232	288.1801067	11.79110158	844.4104004	782.8647461	759.8839111	767.1575928	820.4441528
Cluster_03234	288.1916787	5.334566667	2254.27124	1614.04541	1697.321289	2061.200684	2297.717285
Cluster_03235	288.1913438	6.436338899	2445.941162	2341.995117	2082.726563	2328.657227	2441.138428
Cluster_03236	288.2028373	1.803719129	6997.370117	7530.526855	8395.831055	9750.922852	10798.64355
Cluster_03237	288.2028239	6.996134856	3715.795166	3501.942871	3454.526123	3450.614014	3837.33374
Cluster_03238	288.1959247	6.438548183	1043.675781	1041.974609	1065.411377	1171.682373	1298.90918
Cluster_03239	288.2169125	15.1302242	1578.809814	1599.320679	1754.775146	1670.65918	1528.946045
Cluster_03240	288.2532897	23.81297485	10265.75195	11252.08887	11437.52148	11877.7373	11787.2959
Cluster_03241	288.2531444	21.61943617	5034.893555	4917.754395	4686.827637	4536.842773	4534.602051
Cluster_03242	288.2532886	24.26599787	5797.286621	6123.478516	6976.122559	7139.186523	6901.996094
Cluster_03243	288.289771	22.40164933	103344.8203	105783.0625	101573	107951.9922	106925.0156
Cluster_03245	288.2895925	20.47716447	9805.337891	10166.66113	10279.69922	11826.95898	11548.78613
Cluster_03246	288.2897121	20.98784782	13106.11914	13878.91895	13613.99512	14780.52051	14518.73438
Cluster_03247	289.019107	1.361143864	1378.084595	1509.697144	1524.174805	1456.200439	1453.287964
Cluster_03249	289.0865663	1.467507866	778.1743164	765.0561523	773.9109497	941.9266357	781.0918579
Cluster_03254	289.1828223	30.91665163	3691.51123	3891.498047	3646.588135	3969.103516	3841.246826
Cluster_03256	289.2370128	31.86391306	2155.938721	2867.254395	3286.055908	3787.26123	3859.493652
Cluster_03257	289.2523234	36.13916511	2460.422852	2324.650879	2371.039063	2590.877441	2577.045654
Cluster_03259	290.0811211	3.483192095	1819.929443	1362.057007	932.1192017	1068.288818	901.2285156
Cluster_03260	290.1346826	1.587273257	37640.37109	38599.5	36684.64453	35955.22266	37773.73047
Cluster_03262	290.1596041	10.06505308	8034.299805	7653.710449	7944.032227	8225.8125	8356.041992
Cluster_03263	290.1492402	1.593504558	1300.419189	1565.024902	1731.969238	1444.399292	1608.895386
Cluster_03267	290.1763004	3.335481294	1255.669678	1275.362671	1364.418823	1265.157837	1231.532959
Cluster_03269	290.2322816	19.83979811	590.8057861	517.4423828	675.0430298	601.1386108	654.1043091
Cluster_03272	290.2664029	27.88684289	9116.59668	5898.078613	4047.265625	3287.960693	2640.827148
Cluster_03277	291.1799655	18.3020854	1901.89624	1999.408691	2194.936768	2088.050537	2034.091064
Cluster_03278	291.2290932	28.95397073	3328.164795	3198.802734	2636.874268	2691.957275	2636.018311
Cluster_03279	291.2316395	35.21337149	2745.56958	2609.147949	2413.811768	2858.452637	2521.181641
Cluster_03280	291.2303793	36.31103631	1802.296997	1354.290527	1231.835327	1327.385254	1426.190674
Cluster_03281	291.2316457	31.05173508	1169.415161	1281.86731	1400.59314	1142.523315	1198.998169
Cluster_03282	291.2679877	37.97624745	2787.903076	2406.120361	2351.208496	2764.457031	2589.615479
Cluster_03283	291.267878	28.32128904	759.6174316	742.3933716	880.1322021	791.6278687	852.1022339
Cluster_03284	292.0846591	4.925524129	1731.193481	2041.298828	2078.411621	2006.428101	1902.11438
Cluster_03285	292.1289957	7.391926351	4810.25293	5112.334473	5027.012207	5109.26416	5330.826172
Cluster_03286	292.1496872	2.159756056	520.2130737	541.6026001	602.9575806	514.9443359	641.5126953
Cluster_03290	292.1752863	10.42456924	4203.679199	4623.900391	4681.552734	4688.944336	4604.25
Cluster_03292	292.2113365	8.632386097	1179.052734	1302.162476	1221.680664	1357.632935	1022.982483
Cluster_03293	292.2247948	25.87414119	23194.48828	24979.65234	24026.66016	23781.21094	26036.30273
Cluster_03294	292.2269728	24.46808044	3469.860352	3143.575928	3321.560791	3393.458008	3596.286133
Cluster_03299	293.1086997	19.99614656	1657.837158	1777.963745	1950.283569	1910.921875	1951.221436
Cluster_03300	293.1131468	6.264875669	5819.82373	6643.258301	6143.411621	6903.152832	7347.802734
Cluster_03301	293.1142354	2.332066978	1265.126465	1076.57959	1157.149292	1419.055664	1412.611938
Cluster_03303	293.1525986	5.534385495	1605.570557	1830.306152	1659.798584	2028.262329	1812.02417
Cluster_03308	293.2088209	25.06520178	4376.042969	5410.45166	4910.786621	4644.49707	4389.291992
Cluster_03309	293.2107447	35.21332906	678.0686646	713.7877808	736.1849976	904.5213013	760.3525391
Cluster_03313	293.247364	37.9954677	3560.357178	3251.374023	3185.24292	3298.355713	3397.570313
Cluster_03317	294.1445016	4.806285522	1714.368042	1348.752319	942.2518921	769.0423584	656.8280029
Cluster_03318	294.1446221	7.08783524	804.9466553	765.8084717	719.2114258	969.9437866	867.7572632
Cluster_03320	294.1539706	1.938521878	1235.119141	1273.191406	1183.33667	1320.05957	1296.96814
Cluster_03322	294.1809601	2.124912963	4566.333008	4922.312012	4818.848633	4419.581543	4197.928223
Cluster_03326	294.227486	20.89077166	9498.624023	9435.308594	10126.06738	10399.22266	10837.63867
Cluster_03328	294.2403519	28.42020082	15729.38379	16317.41992	16528.58398	15425.46777	15886.37109
Cluster_03329	294.2426996	26.41331584	8852.71582	9705.797852	9730.240234	10359.40723	9895.55957
Cluster_03330	294.2427111	31.41216637	3272.773193	4602.552734	4118.641113	4562.27002	4533.202637
Cluster_03331	294.2786995	25.26136412	1034.115967	1096.613281	979.1724854	1042.475098	1002.710205
Cluster_03332	294.2786026	28.00885322	874.706665	944.1521606	936.5705566	1105.362061	994.06073
Cluster_03335	295.0993772	1.434652153	797.9677734	630.1547241	729.6708984	747.8206787	646.111084
Cluster_03336	295.1049634	10.08185942	1091.541504	1006.860046	1125.065918	1054.459106	1101.050781
Cluster_03337	295.1173368	23.5322029	2181.262695	2083.835693	2315.080322	2302.371582	2404.666992
Cluster_03338	295.1288405	7.728605993	9090.646484	9584.800781	8648.914063	9128.84375	9332.112305
Cluster_03339	295.1285912	2.92429066	3868.170166	4135.952637	3624.96875	3630.683105	3562.902588
Cluster_03342	295.1651464	5.176928996	4655.85498	5137.765625	4988.955566	5446.996094	5979.426758
Cluster_03343	295.1652063	5.337194724	7402.081543	5353.623535	4093.081787	3310.079834	2607.958496
Cluster_03344	295.1648194	6.409186847	2585.572998	2408.038086	2125.419434	1957.953369	1536.41626
Cluster_03345	295.1653369	8.860648062	37927.99219	38636.28516	37506.10938	39546.81641	39279.75391
Cluster_03349	295.2269416	26.00203733	20163.51172	21434.29102	20958.00391	21800.85156	22034.2207
Cluster_03351	295.2265328	24.35670019	1616.624512	1513.029785	1396.287842	1692.67395	1592.881714
Cluster_03352	295.2263651	26.61670477	1148.378052	882.265686	916.2269897	936.0599365	1064.201416
Cluster_03354	295.2265426	35.21354475	988.5567017	1062.97522	1082.181274	1295.344604	1208.054077
Cluster_03355	295.2265287	23.61172458	714.2266235	731.5078735	592.0917358	733.2370605	778.4942627
Cluster_03357	295.2293847	26.00184259	16283.04297	15726.5918	17802.99219	15687.39258	17164.09375
Cluster_03358	295.2630787	29.38570119	10449.80273	11058.06641	10826.71289	11297.91797	10951.17871
Cluster_03359	295.2630202	39.63800206	2614.947266	3206.787598	3065.124512	3137.119873	3405.791016
Cluster_03361	296.065779	1.371667327	7732.96582	7104.074707	6798.375977	7577.208008	8333.765625
Cluster_03362	296.0737977	3.592989424	1632.349365	1489.559814	1479.684448	1590.236938	1572.949463
Cluster_03363	296.1239184	2.177330527	2037.464111	1628.014893	1938.461426	1608.428711	1750.407104
Cluster_03365	296.2218643	25.37750776	2307.345459	2503.257324	2066.793945	2159.803467	2213.260498
Cluster_03366	296.2217207	34.23311575	1607.666016	2159.854248	1660.633423	1678.039185	1827.354614
Cluster_03368	296.2581867	21.35125159	4529.90625	4501.81543	4552.532715	5128.442383	5039.224121
Cluster_03369	296.2580477	22.71800796	1885.705322	2146.406494	1980.720337	2176.171387	2207.36792
Cluster_03374	297.0821167	25.49108614	609.973938	885.8040771	915.5283813	1101.193726	982.1643677
Cluster_03377	297.144307	10.07581726	9742.391602	9581.550781	8971.504883	9228.96875	8767.578125
Cluster_03383	297.2060037	22.60022355	2005.366577	2570.266113	2506.616943	2566.157959	2981.533447
Cluster_03384	297.2426121	26.88218523	56961.48047	59855.28125	52172.74219	59568.95703	59158.13281
Cluster_03387	297.2421257	37.45244967	1653.80188	1389.044922	1147.02002	1469.958008	1497.286011
Cluster_03393	298.096749	5.489609472	13512.10254	14051.36133	13591.09082	15233.1582	16534.16211
Cluster_03394	298.1141747	2.30408993	1030.169556	1252.962524	1314.486572	1328.262451	1640.077637
Cluster_03395	298.128121	3.182860533	1132.321655	1094.531494	1023.785461	1357.497925	1089.617798
Cluster_03396	298.1495112	1.513642142	2994.067139	2800.885986	2499.147949	2853.249023	2906.217529
Cluster_03400	298.2375378	25.09538408	1715.109131	1974.063721	1923.533203	1832.804443	1768.815186
Cluster_03401	298.2436898	25.10352299	618.1115723	718.6061401	668.7973633	660.2244873	537.0706177
Cluster_03402	298.2742408	35.21500336	32193.62695	34262.94141	33956.32813	38233.83984	35787.15625
Cluster_03403	298.2736764	25.46634789	1913.889282	2118.875977	1942.896362	2281.744385	2343.624756
Cluster_03404	298.2741985	29.50642042	178694.7813	186307.5156	184272.5	191128.4219	195115.3125
Cluster_03407	298.346632	25.48221577	1525.770752	1723.146851	1610.963257	1618.691162	1508.338135
Cluster_03410	299.0806307	7.061283858	4576.845703	4461.205566	4371.213867	4697.743652	4640.574707
Cluster_03412	299.1484059	19.98959336	839.1834106	838.7200928	755.4110718	833.1598511	844.2089844
Cluster_03413	299.1463186	10.9692495	12393.69922	11553.84668	10875.03809	10921.17285	10062.24805
Cluster_03414	299.1616276	32.86414016	3496.619385	5345.677246	4428.516602	4876.477539	4250.595215
Cluster_03415	299.1829911	20.89012683	10560.57324	10182.97266	9006.676758	9260.486328	9350.211914
Cluster_03430	299.2216721	23.4121672	5215.075684	5706.916504	5769.164063	6170.21582	6526.664063
Cluster_03431	299.221387	24.13241694	1448.277344	1349.022583	1339.364868	1395.652832	1478.816162
Cluster_03432	299.221536	25.20206231	1225.626343	1455.195679	1379.765869	1323.113525	1264.257446
Cluster_03433	299.2581727	28.09117763	28830.69531	27893.93945	25729.0957	27365.125	27542.30078
Cluster_03435	299.25794	30.72685191	1962.184448	2403.23877	1891.466797	1742.67981	1996.188477
Cluster_03436	299.2578748	32.77452992	1348.756714	1715.750244	1664.598022	1552.189453	1592.539551
Cluster_03439	300.1079822	6.912286492	50448.90234	52577.42188	50661.88672	55309.94141	54345.22656
Cluster_03440	300.107605	9.821385338	6921.394531	6910.793457	6097.233398	5594.957031	5188.705078
Cluster_03442	300.1080217	8.910923741	53525.85547	54700.08203	50481.94922	53434.30859	56579.07422
Cluster_03444	300.1440243	1.503599556	15613.41406	15282.3252	14525.25879	15383.26855	15233.14551
Cluster_03447	300.1917057	3.657576742	7729.737305	8621.933594	8523.398438	8894.503906	8928.162109
Cluster_03448	300.1914206	4.156885189	3464.671875	3286.755127	3479.119141	3498.217041	3453.458008
Cluster_03449	300.1913264	4.779169981	1028.837646	873.6972656	812.6167603	909.34198	1058.046631
Cluster_03450	300.1913342	6.274553843	1345.975952	1566.214478	1386.579224	1692.65918	1769.040405
Cluster_03451	300.1915578	7.069153553	1397.436768	1260.717041	1327.921509	1234.756592	1376.819092
Cluster_03452	300.1820099	17.38621667	2074.934326	1880.179199	2238.116943	2345.374756	1730.529541
Cluster_03456	300.21651	20.40938918	879.6898193	873.2055054	957.8916016	940.4962769	1009.386475
Cluster_03459	300.2319031	22.77035884	1028.827759	1178.548706	1097.690186	1134.369263	1118.450806
Cluster_03461	300.2897664	32.4685541	12773.01367	14060.93945	14564.29004	15150.87891	15843.88086
Cluster_03462	300.2895557	37.4489297	8589.78125	7215.59082	6700.559082	7902.95166	7256.507324
Cluster_03463	300.2895428	22.19948048	4108.476563	4053.231201	4486.837402	4208.980957	4365.96875
Cluster_03465	300.2985215	37.44988125	1662.01001	1634.740479	1593.085083	1632.516846	1552.058472
Cluster_03467	301.0749435	19.70992056	865.8886108	720.371582	723.0998535	636.7686157	686.630188
Cluster_03470	301.1409852	29.41499754	1599.960693	2111.30957	1998.736816	1971.384888	1799.013306
Cluster_03471	301.140924	29.59934322	1634.058105	1671.651978	1497.892822	1792.395508	1635.217285
Cluster_03472	301.1642061	15.10186281	1641.59314	1532.045898	1527.7677	1832.191406	1841.922363
Cluster_03473	301.1643476	16.69981202	1044.775391	1100.009155	1200.96875	1130.297607	1099.302246
Cluster_03474	301.1644769	17.7353531	1299.10376	1323.119751	1177.256714	1340.264648	1438.33252
Cluster_03476	301.1773414	34.23929843	3718.685059	7777.851563	5260.042969	5862.852051	5868.496094
Cluster_03477	301.2008764	19.1976468	7523.893066	8086.785156	6970.332031	7089.097656	7492.780762
Cluster_03482	301.2160609	22.69893609	4732.062988	4582.668945	4513.640137	4395.168457	4877.894531
Cluster_03483	301.2160036	25.25346146	4270.335938	4132.268066	3885.797363	3851.438965	4019.62915
Cluster_03484	301.2161434	25.79005309	5937.928711	5767.581543	5501.039551	5578.179688	5410.721191
Cluster_03485	301.2161974	26.29550771	965.6641846	980.9187012	1044.713867	899.2762451	952.4476929
Cluster_03486	301.2164415	26.4380365	891.2983398	972.2530518	1099.784302	1253.545654	1106.209351
Cluster_03488	301.2373541	24.75409438	2833.371094	3056.856445	2531.584229	2834.764404	2889.210205
Cluster_03489	301.2373002	26.63866532	904.6516724	959.3761597	826.6832275	972.8293457	971.088623
Cluster_03490	302.0442312	8.318567527	728.1506958	833.0639038	749.7984619	794.4772339	906.4666748
Cluster_03492	302.0995376	10.08216628	4786.462402	4186.300781	4139.858887	4195.821289	4017.310303
Cluster_03493	302.1206919	1.514108109	585.7611694	745.2526245	686.2045898	771.2790527	640.9679565
Cluster_03494	302.1341137	1.625990589	1003.495911	991.4196777	942.2313843	941.8419189	854.199646
Cluster_03495	302.1497371	9.830976022	7927.964844	8040.578125	7640.671387	7982.835938	8450.339844
Cluster_03497	302.1641539	2.321088746	1746.591919	1518.61377	1699.211304	2002.83374	2137.762939
Cluster_03498	302.1954401	4.152837336	1650.937744	1627.133667	1709.230957	1863.943848	2215.295898
Cluster_03499	302.1963079	10.10751491	20925.82813	21192.63867	21036.21094	21441.54688	22904.59766
Cluster_03500	302.1963553	18.20469212	7171.401855	7151.313965	8206.275391	7706.126465	7697.188477
Cluster_03501	302.2074043	5.672005813	14255.87793	15817.40918	14566.28613	16379.33789	17612.32617
Cluster_03502	302.2074624	8.952437832	13609.60547	14253.41797	13625.5791	13528.5625	14777.14844
Cluster_03503	302.2072638	7.445628722	3499.549805	3375.817383	3550.145264	3701.299561	608.7563477
Cluster_03507	302.2476939	21.79202144	1268.182983	1269.220215	1242.128784	1425.063721	1492.843384
Cluster_03509	302.2687622	24.56233158	1961.356812	1943.455078	1899.195313	1934.019531	2140.523926
Cluster_03517	303.1804658	13.59328884	75262.35938	80915.71875	79666.6875	78827.78125	84904.34375
Cluster_03522	303.2299341	35.21303261	23656.32227	28081.56641	24883.24609	40922.40234	43659.75781
Cluster_03524	303.2318391	34.37303979	2510.128174	3457.433594	4212.994141	7244.890137	9219.293945
Cluster_03527	303.2320171	32.863173	436992.5938	465513.0313	403627.0938	469423.5625	463526
Cluster_03529	303.2341562	34.37271063	2067.992188	2922.533203	3702.039063	5987.997559	7830.08252
Cluster_03530	303.2526407	31.23837782	1268.527344	1627.822998	1347.360107	1421.034424	1421.735352
Cluster_03532	303.2725503	32.86369822	6046.957031	6213.513184	5911.464355	6645.837891	6586.109375
Cluster_03534	304.0163474	1.424893227	995.177124	891.4559326	958.328186	835.0547485	1047.339111
Cluster_03535	304.0519148	1.935656241	567.7521973	584.1307373	738.5840454	732.5464478	949.2756348
Cluster_03536	304.0960429	1.582884762	7296.275391	7871.047363	8253.682617	7724.90918	8630.194336
Cluster_03537	304.1435457	2.157558249	863.9866943	1191.971558	999.8623657	1052.328735	1552.739136
Cluster_03538	304.150029	1.6122767	2613.312012	2839.501221	2574.879395	2701.253174	2981.918457
Cluster_03539	304.1502717	5.073253012	4849.306641	4844.135254	4800.620117	5471.438477	5359.549805
Cluster_03540	304.1502592	3.507657379	6955.550293	7569.946777	7310.250488	7608.548828	8381.191406
Cluster_03541	304.1499598	4.568044952	1349.300171	1234.825439	1186.588257	1371.547852	1359.104492
Cluster_03543	304.1655069	9.234670067	15397	16508.92383	15676.56934	17656.79688	17527.07227
Cluster_03546	304.1752823	17.79723501	3442.235107	3636.151855	3489.825195	3962.954346	4116.740723
Cluster_03548	304.1863307	5.762191042	2514.901611	2624.799072	2464.586426	2691.646973	2885.213135
Cluster_03551	304.185875	2.723312756	4401.84668	4604.572266	4357.556152	4626.984375	5103.813477
Cluster_03552	304.1864885	3.382329702	1641.381958	1863.30896	1886.996582	1945.803467	1968.906128
Cluster_03553	304.1864572	4.797758531	1979.792847	2004.064941	1824.978394	2127.009033	2088.719971
